Date:date,year:year,Diesel (nominal):number,"All petrol, unleaded equivalent (nominal):number","All fuel, unleaded petrol equivalent (nominal):number","All fuel, unleaded petrol equivalent (real*):number","Average, all fuel, unleaded petrol equivalent (real*, weighted by consumption):number","All fuel, unleaded petrol equivalent (real*, excl. tax):text","Average, all fuel, unleaded petrol equivalent (real*, weighted by consumption, excl. tax):number","Diesel (nominal, excl. tax):text","All fuel, unleaded petrol equivalent (nominal, excl. tax):text","All petrol, unleaded equivalent (nominal, excl. tax):text"
1/15/1980,,0.364,0.482,0.392,0.986,1.163,,0.459,,,
4/15/1980,,0.39,0.518,0.42,1.047,1.163,,0.459,,,
7/15/1980,,0.4,0.535,0.433,1.077,1.163,,0.459,,,
10/15/1980,,0.401,0.525,0.428,1.052,1.163,,0.459,,,
1/15/1981,,0.414,0.562,0.453,1.023,1.163,,0.459,,,
4/15/1981,,0.459,0.618,0.499,1.095,1.163,,0.459,,,
7/15/1981,,0.465,0.646,0.517,1.101,1.163,,0.459,,,
10/15/1981,,0.476,0.652,0.524,1.083,1.163,,0.459,,,
1/15/1982,,0.486,0.647,0.524,1.15,1.163,,0.459,,,
4/15/1982,,0.479,0.631,0.513,1.105,1.163,,0.459,,,
7/15/1982,,0.5,0.674,0.544,1.136,1.163,,0.459,,,
10/15/1982,,0.529,0.709,0.573,1.171,1.163,,0.459,,,
1/15/1983,,0.53,0.68,0.557,1.117,1.163,,0.459,,,
4/15/1983,,0.508,0.674,0.547,1.084,1.163,,0.459,,,
7/15/1983,,0.515,0.703,0.566,1.101,1.163,,0.459,,,
10/15/1983,,0.527,0.711,0.574,1.091,1.163,,0.459,,,
1/15/1984,,0.535,0.718,0.581,1.09,1.163,,0.459,,,
4/15/1984,,0.539,0.707,0.576,1.066,1.163,,0.459,,,
7/15/1984,,0.537,0.719,0.582,1.058,1.163,,0.459,,,
10/15/1984,,0.571,0.745,0.608,1.083,1.163,,0.459,,,
1/15/1985,,0.576,0.733,0.603,1.063,1.163,,0.459,,,
4/15/1985,,0.609,0.765,0.631,1.097,1.163,,0.459,,,
7/15/1985,,0.572,0.767,0.622,1.069,1.163,,0.459,,,
10/15/1985,,0.58,0.737,0.606,1.028,1.163,,0.459,,,
1/15/1986,,0.543,0.7,0.571,0.992,1.163,,0.459,,,
4/15/1986,,0.482,0.615,0.503,0.874,1.163,,0.459,,,
7/15/1986,,0.432,0.596,0.476,0.819,1.163,,0.459,,,
10/15/1986,,0.444,0.633,0.501,0.853,1.163,,0.459,,,
1/15/1987,,0.446,0.608,0.489,0.818,1.163,,0.459,,,
4/15/1987,,0.447,0.617,0.494,0.819,1.163,,0.459,,,
7/15/1987,,0.438,0.611,0.488,0.801,1.163,,0.459,,,
10/15/1987,,0.452,0.612,0.493,0.804,1.163,,0.459,,,
1/15/1988,,0.44,0.589,0.476,0.771,1.163,,0.459,,,
4/15/1988,,0.44,0.603,0.483,0.772,1.163,,0.459,,,
7/15/1988,,0.441,0.615,0.49,0.771,1.163,,0.459,,,
10/15/1988,,0.438,0.605,0.484,0.752,1.163,,0.459,,,
1/15/1989,,0.461,0.627,0.505,0.775,1.163,,0.459,,,
4/15/1989,,0.48,0.68,0.542,0.815,1.163,,0.459,,,
7/15/1989,,0.466,0.659,0.525,0.781,1.163,,0.459,,,
10/15/1989,,0.498,0.662,0.538,0.79,1.163,,0.459,,,
1/15/1990,,0.526,0.653,0.546,0.793,1.163,,0.459,,,
4/15/1990,,0.499,0.657,0.538,0.772,1.163,,0.459,,,
7/15/1990,,0.487,0.664,0.538,0.764,1.163,,0.459,,,
10/15/1990,,0.608,0.776,0.643,0.9,1.163,,0.459,,,
1/15/1991,,0.581,0.697,0.593,0.825,1.163,,0.459,,,
4/15/1991,,0.548,0.711,0.588,0.809,1.163,,0.459,,,
7/15/1991,,0.568,0.765,0.627,0.85,1.163,,0.459,,,
10/15/1991,,0.585,0.753,0.626,0.841,1.163,,0.459,,,
1/15/1992,,0.558,0.724,0.603,0.804,1.163,,0.459,,,
4/15/1992,,0.569,0.751,0.622,0.825,1.163,,0.459,,,
7/15/1992,,0.571,0.749,0.621,0.82,1.163,,0.459,,,
10/15/1992,,0.566,0.738,0.614,0.807,1.163,,0.459,,,
1/15/1993,,0.572,0.73,0.614,0.803,1.163,,0.459,,,
4/15/1993,,0.58,0.745,0.626,0.807,1.163,,0.459,,,
7/15/1993,,0.582,0.761,0.635,0.814,1.163,,0.459,,,
1/3/1994,,0.603,0.764,0.647,0.814,1.163,,0.459,,,
1/10/1994,,0.601,0.763,0.645,0.813,1.163,,0.459,,,
1/17/1994,,0.61,0.772,0.653,0.823,1.163,,0.459,,,
1/24/1994,,0.61,0.77,0.652,0.822,1.163,,0.459,,,
1/31/1994,,0.61,0.771,0.653,0.822,1.163,,0.459,,,
2/7/1994,,0.611,0.779,0.657,0.825,1.163,,0.459,,,
2/14/1994,,0.609,0.778,0.656,0.824,1.163,,0.459,,,
2/21/1994,,0.605,0.775,0.653,0.82,1.163,,0.459,,,
2/28/1994,,0.601,0.774,0.651,0.817,1.163,,0.459,,,
3/7/1994,,0.602,0.776,0.652,0.816,1.163,,0.459,,,
3/14/1994,,0.598,0.771,0.649,0.811,1.163,,0.459,,,
3/21/1994,,0.595,0.767,0.645,0.807,1.163,,0.459,,,
3/28/1994,,0.595,0.77,0.647,0.809,1.163,,0.459,,,
4/11/1994,,0.6,0.778,0.652,0.813,1.163,,0.459,,,
4/18/1994,,0.604,0.783,0.657,0.819,1.163,,0.459,,,
4/25/1994,,0.604,0.783,0.657,0.819,1.163,,0.459,,,
5/2/1994,,0.607,0.787,0.66,0.822,1.163,,0.459,,,
5/9/1994,,0.604,0.784,0.657,0.818,1.163,,0.459,,,
5/16/1994,,0.607,0.788,0.661,0.822,1.163,,0.459,,,
5/23/1994,,0.603,0.79,0.66,0.822,1.163,,0.459,,,
5/30/1994,,0.602,0.789,0.66,0.821,1.163,,0.459,,,
6/6/1994,,0.601,0.792,0.661,0.821,1.163,,0.459,,,
6/13/1994,,0.6,0.791,0.66,0.82,1.163,,0.459,,,
6/20/1994,,0.599,0.788,0.658,0.817,1.163,,0.459,,,
6/27/1994,,0.599,0.787,0.657,0.816,1.163,,0.459,,,
7/4/1994,,0.598,0.786,0.656,0.814,1.163,,0.459,,,
7/11/1994,,0.595,0.784,0.654,0.812,1.163,,0.459,,,
7/18/1994,,0.592,0.78,0.651,0.808,1.163,,0.459,,,
7/25/1994,,0.595,0.785,0.655,0.813,1.163,,0.459,,,
8/1/1994,,0.595,0.788,0.656,0.812,1.163,,0.459,,,
8/8/1994,,0.602,0.797,0.664,0.821,1.163,,0.459,,,
8/22/1994,,0.594,0.797,0.661,0.817,1.163,,0.459,,,
8/29/1994,,0.593,0.796,0.66,0.817,1.163,,0.459,,,
9/5/1994,,0.592,0.792,0.657,0.811,1.163,,0.459,,,
9/12/1994,,0.59,0.786,0.654,0.807,1.163,,0.459,,,
9/19/1994,,0.591,0.783,0.652,0.805,1.163,,0.459,,,
9/26/1994,,0.591,0.78,0.651,0.803,1.163,,0.459,,,
10/3/1994,,0.589,0.777,0.648,0.798,1.163,,0.459,,,
10/10/1994,,0.59,0.777,0.649,0.798,1.163,,0.459,,,
10/17/1994,,0.593,0.777,0.65,0.8,1.163,,0.459,,,
10/24/1994,,0.593,0.775,0.648,0.798,1.163,,0.459,,,
11/7/1994,,0.592,0.779,0.65,0.799,1.163,,0.459,,,
11/14/1994,,0.592,0.778,0.65,0.798,1.163,,0.459,,,
11/21/1994,,0.594,0.779,0.651,0.8,1.163,,0.459,,,
11/28/1994,,0.59,0.773,0.647,0.795,1.163,,0.459,,,
12/5/1994,,0.596,0.781,0.653,0.801,1.163,,0.459,,,
12/12/1994,,0.595,0.78,0.652,0.8,1.163,,0.459,,,
12/19/1994,,0.591,0.776,0.649,0.795,1.163,,0.459,,,
1/2/1995,,0.602,0.78,0.658,0.803,1.163,,0.459,,,
1/9/1995,,0.599,0.778,0.655,0.8,1.163,,0.459,,,
1/16/1995,,0.603,0.786,0.661,0.807,1.163,,0.459,,,
1/23/1995,,0.604,0.786,0.662,0.808,1.163,,0.459,,,
1/30/1995,,0.6,0.783,0.658,0.804,1.163,,0.459,,,
2/6/1995,,0.599,0.784,0.659,0.801,1.163,,0.459,,,
2/13/1995,,0.601,0.785,0.66,0.802,1.163,,0.459,,,
2/20/1995,,0.597,0.78,0.656,0.797,1.163,,0.459,,,
2/27/1995,,0.598,0.786,0.659,0.801,1.163,,0.459,,,
3/6/1995,,0.599,0.787,0.661,0.799,1.163,,0.459,,,
3/13/1995,,0.594,0.78,0.655,0.792,1.163,,0.459,,,
3/20/1995,,0.591,0.778,0.653,0.789,1.163,,0.459,,,
3/27/1995,,0.593,0.78,0.655,0.792,1.163,,0.459,,,
4/3/1995,,0.594,0.781,0.656,0.789,1.163,,0.459,,,
4/10/1995,,0.598,0.787,0.66,0.795,1.163,,0.459,,,
4/24/1995,,0.597,0.789,0.661,0.796,1.163,,0.459,,,
5/2/1995,,0.599,0.792,0.663,0.798,1.163,,0.459,,,
5/8/1995,,0.6,0.793,0.664,0.8,1.163,,0.459,,,
5/15/1995,,0.605,0.802,0.671,0.808,1.163,,0.459,,,
5/22/1995,,0.602,0.801,0.669,0.805,1.163,,0.459,,,
5/29/1995,,0.604,0.802,0.671,0.807,1.163,,0.459,,,
6/6/1995,,0.604,0.802,0.67,0.806,1.163,,0.459,,,
6/12/1995,,0.603,0.801,0.669,0.804,1.163,,0.459,,,
6/19/1995,,0.603,0.8,0.669,0.804,1.163,,0.459,,,
6/26/1995,,0.598,0.797,0.665,0.799,1.163,,0.459,,,
7/3/1995,,0.593,0.789,0.659,0.791,1.163,,0.459,,,
7/10/1995,,0.593,0.788,0.658,0.79,1.163,,0.459,,,
7/17/1995,,0.595,0.788,0.659,0.791,1.163,,0.459,,,
7/24/1995,,0.594,0.786,0.658,0.79,1.163,,0.459,,,
7/31/1995,,0.592,0.782,0.655,0.786,1.163,,0.459,,,
8/7/1995,,0.595,0.788,0.659,0.79,1.163,,0.459,,,
8/21/1995,,0.599,0.795,0.664,0.796,1.163,,0.459,,,
8/28/1995,,0.605,0.799,0.669,0.802,1.163,,0.459,,,
9/4/1995,,0.605,0.799,0.669,0.801,1.163,,0.459,,,
9/11/1995,,0.604,0.796,0.667,0.799,1.163,,0.459,,,
9/18/1995,,0.609,0.802,0.672,0.804,1.163,,0.459,,,
9/25/1995,,0.606,0.795,0.667,0.798,1.163,,0.459,,,
10/2/1995,,0.605,0.794,0.666,0.796,1.163,,0.459,,,
10/9/1995,,0.601,0.789,0.662,0.791,1.163,,0.459,,,
10/16/1995,,0.6,0.787,0.661,0.79,1.163,,0.459,,,
10/23/1995,,0.598,0.785,0.659,0.787,1.163,,0.459,,,
10/30/1995,,0.599,0.788,0.661,0.789,1.163,,0.459,,,
11/6/1995,,0.598,0.787,0.66,0.833,1.163,,0.459,,,
11/13/1995,,0.602,0.79,0.663,0.837,1.163,,0.459,,,
11/20/1995,,0.601,0.791,0.663,0.837,1.163,,0.459,,,
11/27/1995,,0.606,0.796,0.668,0.843,1.163,,0.459,,,
12/4/1995,,0.61,0.801,0.672,0.9,1.163,,0.459,,,
12/11/1995,,0.615,0.802,0.675,0.904,1.163,,0.459,,,
12/18/1995,,0.618,0.801,0.675,0.904,1.163,,0.459,,,
1/8/1996,,0.63,0.807,0.684,0.977,1.163,,0.459,,,
1/15/1996,,0.639,0.811,0.69,0.985,1.163,,0.459,,,
1/22/1996,,0.636,0.809,0.688,0.981,1.163,,0.459,,,
1/29/1996,,0.632,0.807,0.685,0.977,1.163,,0.459,,,
2/5/1996,,0.63,0.808,0.685,0.973,1.163,,0.459,,,
2/12/1996,,0.632,0.807,0.685,0.973,1.163,,0.459,,,
2/19/1996,,0.636,0.807,0.687,0.976,1.163,,0.459,,,
2/26/1996,,0.639,0.806,0.687,0.977,1.163,,0.459,,,
3/4/1996,,0.64,0.809,0.689,0.976,1.163,,0.459,,,
3/11/1996,,0.64,0.813,0.691,0.978,1.163,,0.459,,,
3/18/1996,,0.641,0.816,0.694,0.982,1.163,,0.459,,,
3/25/1996,,0.644,0.819,0.696,0.985,1.163,,0.459,,,
4/1/1996,,0.65,0.822,0.7,0.987,1.163,,0.459,,,
4/15/1996,,0.658,0.839,0.712,1.004,1.163,,0.459,,,
4/22/1996,,0.656,0.839,0.712,1.003,1.163,,0.459,,,
4/29/1996,,0.652,0.839,0.71,1.001,1.163,,0.459,,,
5/6/1996,,0.647,0.842,0.71,0.998,1.163,,0.459,,,
5/13/1996,,0.645,0.844,0.709,0.997,1.163,,0.459,,,
5/20/1996,,0.645,0.845,0.71,0.998,1.163,,0.459,,,
5/28/1996,,0.643,0.845,0.709,0.997,1.163,,0.459,,,
6/3/1996,,0.641,0.84,0.706,0.992,1.163,,0.459,,,
6/10/1996,,0.637,0.833,0.701,0.985,1.163,,0.459,,,
6/17/1996,,0.633,0.829,0.697,0.979,1.163,,0.459,,,
6/24/1996,,0.634,0.833,0.699,0.983,1.163,,0.459,,,
7/1/1996,,0.633,0.829,0.697,0.981,1.163,,0.459,,,
7/8/1996,,0.634,0.831,0.698,0.982,1.163,,0.459,,,
7/15/1996,,0.638,0.834,0.702,0.987,1.163,,0.459,,,
7/22/1996,,0.642,0.839,0.706,0.993,1.163,,0.459,,,
7/29/1996,,0.64,0.834,0.702,0.988,1.163,,0.459,,,
8/5/1996,,0.64,0.835,0.703,0.988,1.163,,0.459,,,
8/19/1996,,0.644,0.841,0.708,0.995,1.163,,0.459,,,
8/26/1996,,0.643,0.84,0.707,0.994,1.163,,0.459,,,
9/2/1996,,0.647,0.843,0.71,0.996,1.163,,0.459,,,
9/9/1996,,0.658,0.846,0.716,1.004,1.163,,0.459,,,
9/16/1996,,0.67,0.849,0.722,1.013,1.163,,0.459,,,
9/23/1996,,0.678,0.854,0.728,1.021,1.163,,0.459,,,
9/30/1996,,0.677,0.85,0.725,1.018,1.163,,0.459,,,
10/7/1996,,0.685,0.854,0.731,1.025,1.163,,0.459,,,
10/14/1996,,0.697,0.858,0.738,1.035,1.163,,0.459,,,
10/21/1996,,0.7,0.86,0.741,1.038,1.163,,0.459,,,
10/28/1996,,0.7,0.863,0.742,1.04,1.163,,0.459,,,
11/4/1996,,0.697,0.864,0.741,1.04,1.163,,0.459,,,
11/11/1996,,0.692,0.863,0.739,1.036,1.163,,0.459,,,
11/18/1996,,0.692,0.865,0.74,1.038,1.163,,0.459,,,
11/25/1996,,0.691,0.864,0.739,1.037,1.163,,0.459,,,
12/2/1996,,0.698,0.875,0.747,1.046,1.163,,0.459,,,
12/9/1996,,0.702,0.876,0.749,1.049,1.163,,0.459,,,
12/16/1996,,0.697,0.871,0.745,1.043,1.163,,0.459,,,
1/6/1997,,0.698,0.872,0.746,1.042,1.163,,0.459,,,
1/13/1997,,0.706,0.878,0.752,1.051,1.163,,0.459,,,
1/20/1997,,0.708,0.883,0.755,1.056,1.163,,0.459,,,
1/27/1997,,0.703,0.878,0.75,1.049,1.163,,0.459,,,
2/3/1997,,0.7,0.876,0.749,1.044,1.163,,0.459,,,
2/10/1997,,0.702,0.88,0.751,1.048,1.163,,0.459,,,
2/17/1997,,0.697,0.879,0.748,1.044,1.163,,0.459,,,
2/24/1997,,0.693,0.875,0.745,1.039,1.163,,0.459,,,
3/3/1997,,0.691,0.874,0.744,1.036,1.163,,0.459,,,
3/10/1997,,0.685,0.874,0.741,1.032,1.163,,0.459,,,
3/17/1997,,0.684,0.876,0.742,1.033,1.163,,0.459,,,
3/24/1997,,0.683,0.875,0.741,1.032,1.163,,0.459,,,
4/7/1997,,0.68,0.874,0.739,1.027,1.163,,0.459,,,
4/14/1997,,0.679,0.874,0.739,1.027,1.163,,0.459,,,
4/21/1997,,0.676,0.87,0.735,1.022,1.163,,0.459,,,
4/28/1997,,0.676,0.872,0.737,1.024,1.163,,0.459,,,
5/5/1997,,0.676,0.871,0.736,1.019,1.163,,0.459,,,
5/12/1997,,0.678,0.875,0.739,1.023,1.163,,0.459,,,
5/19/1997,,0.676,0.873,0.737,1.021,1.163,,0.459,,,
5/26/1997,,0.678,0.876,0.74,1.025,1.163,,0.459,,,
6/2/1997,,0.679,0.879,0.741,1.026,1.163,,0.459,,,
6/9/1997,,0.678,0.879,0.741,1.026,1.163,,0.459,,,
6/16/1997,,0.672,0.874,0.736,1.019,1.163,,0.459,,,
6/23/1997,,0.673,0.875,0.737,1.02,1.163,,0.459,,,
6/30/1997,,0.669,0.872,0.733,1.016,1.163,,0.459,,,
7/7/1997,,0.681,0.889,0.747,1.036,1.163,,0.459,,,
7/14/1997,,0.683,0.892,0.75,1.039,1.163,,0.459,,,
7/28/1997,,0.685,0.896,0.753,1.044,1.163,,0.459,,,
8/4/1997,,0.69,0.901,0.758,1.048,1.163,,0.459,,,
8/11/1997,,0.701,0.915,0.769,1.064,1.163,,0.459,,,
8/18/1997,,0.699,0.913,0.768,1.062,1.163,,0.459,,,
8/25/1997,,0.699,0.917,0.77,1.064,1.163,,0.459,,,
9/1/1997,,0.697,0.916,0.768,1.06,1.163,,0.459,,,
9/8/1997,,0.693,0.911,0.764,1.054,1.163,,0.459,,,
9/15/1997,,0.689,0.909,0.761,1.05,1.163,,0.459,,,
9/22/1997,,0.69,0.911,0.763,1.052,1.163,,0.459,,,
9/29/1997,,0.69,0.906,0.76,1.049,1.163,,0.459,,,
10/6/1997,,0.692,0.905,0.761,1.049,1.163,,0.459,,,
10/13/1997,,0.695,0.904,0.761,1.05,1.163,,0.459,,,
10/20/1997,,0.695,0.905,0.762,1.051,1.163,,0.459,,,
10/27/1997,,0.696,0.904,0.762,1.051,1.163,,0.459,,,
11/3/1997,,0.698,0.905,0.763,1.053,1.163,,0.459,,,
11/10/1997,,0.699,0.901,0.761,1.05,1.163,,0.459,,,
11/17/1997,,0.696,0.899,0.758,1.047,1.163,,0.459,,,
11/24/1997,,0.694,0.896,0.757,1.045,1.163,,0.459,,,
12/1/1997,,0.695,0.895,0.757,1.042,1.163,,0.459,,,
12/8/1997,,0.692,0.894,0.754,1.039,1.163,,0.459,,,
12/15/1997,,0.69,0.891,0.752,1.036,1.163,,0.459,,,
1/5/1998,,0.684,0.888,0.746,1.03,1.163,,0.459,,,
1/12/1998,,0.682,0.886,0.745,1.027,1.163,,0.459,,,
1/19/1998,,0.676,0.882,0.74,1.021,1.163,,0.459,,,
1/26/1998,,0.674,0.881,0.738,1.019,1.163,,0.459,,,
2/2/1998,,0.673,0.88,0.738,1.016,1.163,,0.459,,,
2/9/1998,,0.675,0.882,0.739,1.018,1.163,,0.459,,,
2/16/1998,,0.67,0.876,0.734,1.011,1.163,,0.459,,,
2/23/1998,,0.669,0.876,0.734,1.011,1.163,,0.459,,,
3/2/1998,,0.667,0.875,0.732,1.007,1.163,,0.459,,,
3/9/1998,,0.666,0.876,0.732,1.007,1.163,,0.459,,,
3/16/1998,,0.661,0.87,0.727,1,1.163,,0.459,,,
3/23/1998,,0.666,0.876,0.732,1.008,1.163,,0.459,,,
3/30/1998,,0.672,0.883,0.739,1.017,1.163,,0.459,,,
4/6/1998,,0.675,0.885,0.741,1.015,1.163,,0.459,,,
4/20/1998,,0.673,0.883,0.739,1.012,1.163,,0.459,,,
4/27/1998,,0.672,0.882,0.738,1.011,1.163,,0.459,,,
5/4/1998,,0.671,0.881,0.737,1.006,1.163,,0.459,,,
5/11/1998,,0.67,0.878,0.735,1.004,1.163,,0.459,,,
5/18/1998,,0.668,0.878,0.735,1.003,1.163,,0.459,,,
5/25/1998,,0.665,0.877,0.732,1,1.163,,0.459,,,
6/1/1998,,0.664,0.876,0.732,0.999,1.163,,0.459,,,
6/8/1998,,0.662,0.873,0.729,0.996,1.163,,0.459,,,
6/15/1998,,0.662,0.875,0.73,0.996,1.163,,0.459,,,
6/22/1998,,0.661,0.878,0.731,0.998,1.163,,0.459,,,
6/29/1998,,0.663,0.881,0.734,1.002,1.163,,0.459,,,
7/6/1998,,0.662,0.878,0.732,1,1.163,,0.459,,,
7/13/1998,,0.661,0.881,0.733,1.001,1.163,,0.459,,,
7/20/1998,,0.662,0.882,0.734,1.002,1.163,,0.459,,,
7/27/1998,,0.66,0.883,0.733,1.002,1.163,,0.459,,,
8/3/1998,,0.657,0.878,0.73,0.996,1.163,,0.459,,,
8/10/1998,,0.656,0.875,0.728,0.994,1.163,,0.459,,,
8/17/1998,,0.654,0.874,0.727,0.992,1.163,,0.459,,,
8/24/1998,,0.654,0.875,0.727,0.992,1.163,,0.459,,,
8/31/1998,,0.653,0.875,0.726,0.991,1.163,,0.459,,,
9/7/1998,,0.652,0.871,0.724,0.987,1.163,,0.459,,,
9/14/1998,,0.652,0.868,0.723,0.986,1.163,,0.459,,,
9/21/1998,,0.654,0.866,0.722,0.985,1.163,,0.459,,,
9/28/1998,,0.656,0.867,0.724,0.987,1.163,,0.459,,,
10/5/1998,,0.654,0.864,0.722,0.985,1.163,,0.459,,,
10/12/1998,,0.654,0.864,0.721,0.984,1.163,,0.459,,,
10/19/1998,,0.651,0.861,0.719,0.981,1.163,,0.459,,,
10/26/1998,,0.65,0.86,0.718,0.979,1.163,,0.459,,,
11/2/1998,,0.647,0.858,0.715,0.977,1.163,,0.459,,,
11/9/1998,,0.648,0.858,0.715,0.977,1.163,,0.459,,,
11/16/1998,,0.646,0.856,0.714,0.975,1.163,,0.459,,,
11/23/1998,,0.646,0.854,0.713,0.973,1.163,,0.459,,,
11/30/1998,,0.641,0.848,0.707,0.966,1.163,,0.459,,,
12/7/1998,,0.638,0.846,0.705,0.962,1.163,,0.459,,,
12/14/1998,,0.634,0.841,0.701,0.956,1.163,,0.459,,,
1/4/1999,,0.629,0.833,0.694,0.948,1.163,,0.459,,,
1/11/1999,,0.636,0.839,0.7,0.957,1.163,,0.459,,,
1/18/1999,,0.642,0.843,0.705,0.963,1.163,,0.459,,,
1/25/1999,,0.643,0.846,0.706,0.965,1.163,,0.459,,,
2/1/1999,,0.644,0.847,0.707,0.965,1.163,,0.459,,,
2/8/1999,,0.642,0.848,0.707,0.964,1.163,,0.459,,,
2/15/1999,,0.636,0.842,0.701,0.957,1.163,,0.459,,,
2/22/1999,,0.637,0.845,0.703,0.959,1.163,,0.459,,,
3/1/1999,,0.636,0.844,0.702,0.954,1.163,,0.459,,,
3/8/1999,,0.623,0.829,0.689,0.936,1.163,,0.459,,,
3/15/1999,,0.653,0.863,0.719,0.977,1.163,,0.459,,,
3/22/1999,,0.663,0.876,0.73,0.993,1.163,,0.459,,,
3/29/1999,,0.675,0.891,0.743,1.01,1.163,,0.459,,,
4/12/1999,,0.692,0.909,0.76,1.028,1.163,,0.459,,,
4/19/1999,,0.698,0.916,0.766,1.036,1.163,,0.459,,,
4/26/1999,,0.699,0.919,0.768,1.039,1.163,,0.459,,,
5/3/1999,,0.698,0.918,0.767,1.036,1.163,,0.459,,,
5/10/1999,,0.694,0.915,0.764,1.032,1.163,,0.459,,,
5/17/1999,,0.69,0.912,0.76,1.028,1.163,,0.459,,,
5/24/1999,,0.691,0.915,0.762,1.029,1.163,,0.459,,,
5/31/1999,,0.691,0.917,0.763,1.031,1.163,,0.459,,,
6/7/1999,,0.695,0.923,0.768,1.038,1.163,,0.459,,,
6/14/1999,,0.693,0.922,0.767,1.036,1.163,,0.459,,,
6/21/1999,,0.696,0.925,0.769,1.04,1.163,,0.459,,,
6/28/1999,,0.7,0.926,0.772,1.043,1.163,,0.459,,,
7/5/1999,,0.711,0.93,0.778,1.052,1.163,,0.459,,,
7/12/1999,,0.722,0.943,0.79,1.068,1.163,,0.459,,,
7/19/1999,,0.729,0.949,0.796,1.076,1.163,,0.459,,,
7/26/1999,,0.722,0.941,0.789,1.066,1.163,,0.459,,,
8/2/1999,,0.727,0.948,0.795,1.073,1.163,,0.459,,,
8/9/1999,,0.725,0.947,0.793,1.071,1.163,,0.459,,,
8/16/1999,,0.734,0.963,0.805,1.086,1.163,,0.459,,,
8/23/1999,,0.738,0.968,0.81,1.093,1.163,,0.459,,,
8/30/1999,,0.744,0.972,0.814,1.099,1.163,,0.459,,,
9/6/1999,,0.744,0.97,0.813,1.095,1.163,,0.459,,,
9/13/1999,,0.746,0.974,0.816,1.099,1.163,,0.459,,,
9/20/1999,,0.754,0.983,0.825,1.11,1.163,,0.459,,,
9/27/1999,,0.76,0.988,0.829,1.116,1.163,,0.459,,,
10/4/1999,,0.758,0.983,0.826,1.112,1.163,,0.459,,,
10/11/1999,,0.76,0.986,0.829,1.116,1.163,,0.459,,,
10/18/1999,,0.753,0.967,0.816,1.098,1.163,,0.459,,,
10/25/1999,,0.755,0.972,0.819,1.102,1.163,,0.459,,,
11/2/1999,,0.758,0.971,0.82,1.103,1.163,,0.459,,,
11/8/1999,,0.754,0.965,0.816,1.097,1.163,,0.459,,,
11/15/1999,,0.764,0.971,0.823,1.107,1.163,,0.459,,,
11/22/1999,,0.777,0.981,0.833,1.121,1.163,,0.459,,,
11/29/1999,,0.796,0.993,0.848,1.14,1.163,,0.459,,,
12/6/1999,,0.801,0.996,0.852,1.141,1.163,,0.459,,,
12/13/1999,,0.806,1.001,0.857,1.147,1.163,,0.459,,,
1/3/2000,,0.823,1.018,0.874,1.173,1.163,,0.459,,,
1/10/2000,,0.821,1.01,0.869,1.166,1.163,,0.459,,,
1/17/2000,,0.815,1.004,0.863,1.159,1.163,,0.459,,,
1/24/2000,,0.821,1.013,0.87,1.169,1.163,,0.459,,,
1/31/2000,,0.825,1.015,0.873,1.173,1.163,,0.459,,,
2/7/2000,,0.824,1.016,0.873,1.169,1.163,,0.459,,,
2/14/2000,,0.825,1.017,0.874,1.17,1.163,,0.459,,,
2/21/2000,,0.829,1.032,0.883,1.183,1.163,,0.459,,,
2/28/2000,,0.83,1.041,0.888,1.189,1.163,,0.459,,,
3/6/2000,,0.838,1.055,0.899,1.2,1.163,,0.459,,,
3/13/2000,,0.846,1.067,0.908,1.212,1.163,,0.459,,,
3/20/2000,,0.843,1.067,0.906,1.21,1.163,,0.459,,,
3/27/2000,,0.841,1.069,0.907,1.211,1.163,,0.459,,,
4/3/2000,,0.839,1.069,0.906,1.207,1.163,,0.459,,,
4/10/2000,,0.832,1.06,0.898,1.197,1.163,,0.459,,,
4/17/2000,,0.828,1.057,0.895,1.192,1.163,,0.459,,,
4/24/2000,,0.829,1.057,0.895,1.193,1.163,,0.459,,,
5/1/2000,,0.836,1.072,0.906,1.205,1.163,,0.459,,,
5/8/2000,,0.837,1.07,0.906,1.205,1.163,,0.459,,,
5/15/2000,,0.832,1.065,0.9,1.197,1.163,,0.459,,,
5/22/2000,,0.842,1.088,0.916,1.218,1.163,,0.459,,,
5/29/2000,,0.845,1.104,0.926,1.23,1.163,,0.459,,,
6/5/2000,,0.846,1.109,0.928,1.231,1.163,,0.459,,,
6/12/2000,,0.85,1.116,0.934,1.237,1.163,,0.459,,,
6/19/2000,,0.849,1.115,0.933,1.236,1.163,,0.459,,,
6/26/2000,,0.85,1.124,0.938,1.243,1.163,,0.459,,,
7/3/2000,,0.851,1.125,0.939,1.245,1.163,,0.459,,,
7/10/2000,,0.856,1.124,0.94,1.247,1.163,,0.459,,,
7/17/2000,,0.85,1.115,0.933,1.237,1.163,,0.459,,,
7/24/2000,,0.857,1.11,0.934,1.239,1.163,,0.459,,,
7/31/2000,,0.854,1.092,0.924,1.226,1.163,,0.459,,,
8/7/2000,,0.859,1.093,0.926,1.228,1.163,,0.459,,,
8/14/2000,,0.866,1.1,0.933,1.237,1.163,,0.459,,,
8/21/2000,,0.869,1.094,0.931,1.234,1.163,,0.459,,,
8/28/2000,,0.885,1.095,0.939,1.244,1.163,,0.459,,,
